"County","FIPS","Year","Race/Ethnicity","Age","Poverty Status","Measure Type","Variable","Value"
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",6.25
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",6550
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",203
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",345
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",184.08
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",16.66
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",8.5
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",2071
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",321.13
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",31.62
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",4.8
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",28
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",560
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",5
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",8
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",2743.43
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",282
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",216
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",16.89
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",11.96
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",1670
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",487
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",76
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",115.61
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",17.55
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",25.38
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",433
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",204.41
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",25.93
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",9.63
"Tolland County","09013","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",295
"Tolland County","09013","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",184
"Tolland County","09013","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",10.02
"Tolland County","09013","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",5.97
"Tolland County","09013","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",2944
"Tolland County","09013","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",548
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",170
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",130.32
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",10.85
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",8.04
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",1567
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",306.81
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",53.23
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",3.23
"Tolland County","09013","2013-2017","White Alone","Total","Below Poverty Level","Number","Poverty Status",7120
"Tolland County","09013","2013-2017","White Alone","Total","Below Poverty Level","Number","Margins of Error",869
"Tolland County","09013","2013-2017","White Alone","Total","Below Poverty Level","Percent","Poverty Status",5.79
"Tolland County","09013","2013-2017","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.71
"Tolland County","09013","2013-2017","White Alone","Total","Poverty Status Determined","Number","Poverty Status",122913
"Tolland County","09013","2013-2017","White Alone","Total","Poverty Status Determined","Number","Margins of Error",946
"Tolland County","09013","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",949
"Tolland County","09013","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",211.66
"Tolland County","09013","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",4.11
"Tolland County","09013","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",0.91
"Tolland County","09013","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",23083
"Tolland County","09013","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",785.69
"Tolland County","09013","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",18.78
"Tolland County","09013","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.62
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",6464
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",757
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",5.45
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.64
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",118711
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",784
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",891
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",203.13
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",4.06
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",0.91
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",21955
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",747.9
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",18.49
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.62
"Tolland County","09013","2014-2018","All","Total","Below Poverty Level","Number","Poverty Status",9390
"Tolland County","09013","2014-2018","All","Total","Below Poverty Level","Number","Margins of Error",990
"Tolland County","09013","2014-2018","All","Total","Below Poverty Level","Percent","Poverty Status",6.91
"Tolland County","09013","2014-2018","All","Total","Below Poverty Level","Percent","Margins of Error",0.73
